"experiment","group","subject","age","sex","condition","noise","trial_type","word","response"
2,"child","child_59",5.81,"NaN","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Test","beach_ball","Implausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Exposure","shark_racecar","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_60",4.62,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_60",4.62,"female","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_60",4.62,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_60",4.62,"female","Control","Noisy","Exposure","house_nose","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_60",4.62,"female","Control","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Test","worms_bugs","Implausible"
2,"child","child_60",4.62,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_60",4.62,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_61",5.1,"female","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_61",5.1,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_61",5.1,"female","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_61",5.1,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_61",5.1,"female","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_61",5.1,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_61",5.1,"female","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_61",5.1,"female","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_61",5.1,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_61",5.1,"female","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_61",5.1,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_61",5.1,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_61",5.1,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_61",5.1,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_61",5.1,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_61",5.1,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Exposure","shark_racecar","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_62",4.62,"female","Control","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_62",4.62,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_62",4.62,"female","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_62",4.62,"female","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_62",4.62,"female","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_62",4.62,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_62",4.62,"female","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Test","marker_cap","Implausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_63",5.37,"NaN","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_64",4.61,"male","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Exposure","wooden_apples","Plausible"
2,"child","child_64",4.61,"male","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_64",4.61,"male","Control","Noisy","Test","shirt_tie","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_64",4.61,"male","Control","Noisy","Test","carrots_peas","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Test","marker_cap","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Test","paper_pen","Implausible"
2,"child","child_64",4.61,"male","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_64",4.61,"male","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_65",4.24,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_65",4.24,"female","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_65",4.24,"female","Control","Noisy","Test","worms_bugs","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_65",4.24,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_65",4.24,"female","Control","Noisy","Test","van_airport","Implausible"
2,"child","child_65",4.24,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_65",4.24,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_65",4.24,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_66",5.7,"female","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_66",5.7,"female","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_66",5.7,"female","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_66",5.7,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_66",5.7,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_66",5.7,"female","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_66",5.7,"female","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_66",5.7,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_66",5.7,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_66",5.7,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_66",5.7,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_66",5.7,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_66",5.7,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_66",5.7,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_66",5.7,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_66",5.7,"female","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_67",4.3,"male","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_67",4.3,"male","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_67",4.3,"male","Control","Noisy","Exposure","book_plane","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_67",4.3,"male","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_67",4.3,"male","Control","Noisy","Exposure","flowers_donut","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Test","worms_bugs","Implausible"
2,"child","child_67",4.3,"male","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_67",4.3,"male","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_68",4.34,"female","Control","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_68",4.34,"female","Control","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_68",4.34,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_68",4.34,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_68",4.34,"female","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_68",4.34,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Test","van_airport","Implausible"
2,"child","child_68",4.34,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_68",4.34,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_69",5.91,"female","Control","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_69",5.91,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_69",5.91,"female","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_69",5.91,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_69",5.91,"female","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_69",5.91,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_69",5.91,"female","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_69",5.91,"female","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_69",5.91,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_69",5.91,"female","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_69",5.91,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_69",5.91,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_69",5.91,"female","Control","Noisy","Test","beach_ball","Implausible"
2,"child","child_69",5.91,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_69",5.91,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_69",5.91,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_70",5.47,"male","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_70",5.47,"male","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_70",5.47,"male","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_70",5.47,"male","Control","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_70",5.47,"male","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_70",5.47,"male","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_70",5.47,"male","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Exposure","shark_racecar","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Exposure","house_nose","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Exposure","cat_hammers","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Exposure","knife_camel","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Exposure","flowers_donut","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Exposure","wooden_apples","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Exposure","book_plane","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Exposure","bread_ketchup","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Test","paper_pan","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Test","coats_horses","Plausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Test","fan_airport","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Test","shirt_die","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Test","worms_bags","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Test","marker_cup","Implausible"
2,"child","child_71",5.01,"male","Implausible","No Noise","Test","beach_bowl","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Exposure","bread_ketchup","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Exposure","shark_racecar","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Exposure","wooden_apples","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Exposure","cat_hammers","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Exposure","knife_camel","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Exposure","house_nose","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Exposure","book_plane","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Exposure","flowers_donut","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Test","fan_airport","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Test","coats_horses","Plausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Test","marker_cup","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Test","paper_pan","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Test","shirt_die","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Test","beach_bowl","Implausible"
2,"child","child_72",5.72,"female","Implausible","No Noise","Test","worms_bags","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Exposure","book_plane","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Exposure","wooden_apples","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Exposure","cat_hammers","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Exposure","shark_racecar","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Exposure","house_nose","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Exposure","flowers_donut","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Exposure","knife_camel","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Exposure","bread_ketchup","Plausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Test","paper_pan","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Test","coats_horses","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Test","beach_bowl","Plausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Test","marker_cup","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Test","shirt_die","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Test","worms_bags","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Test","fan_airport","Implausible"
2,"child","child_73",4.75,"female","Implausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Exposure","book_plane","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Exposure","wooden_apples","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Exposure","flowers_donut","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Exposure","bread_ketchup","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Exposure","house_nose","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Exposure","knife_camel","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Exposure","shark_racecar","Plausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Exposure","cat_hammers","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Test","fan_airport","Plausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Test","paper_pan","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Test","worms_bags","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Test","coats_horses","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Test","shirt_die","Plausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Test","marker_cup","Implausible"
2,"child","child_74",5.03,"female","Implausible","No Noise","Test","beach_bowl","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Exposure","knife_camel","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Exposure","bread_ketchup","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Exposure","house_nose","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Exposure","flowers_donut","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Exposure","wooden_apples","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Exposure","book_plane","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Exposure","shark_racecar","Plausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Exposure","cat_hammers","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Test","coats_horses","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Test","marker_cup","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Test","shirt_die","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Test","paper_pan","Plausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Test","worms_bags","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Test","fan_airport","Implausible"
2,"child","child_75",5.83,"male","Implausible","No Noise","Test","beach_bowl","Implausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Exposure","flowers_basket","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Exposure","book_table","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Exposure","house_door","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Exposure","wooden_blocks","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Exposure","shark_fish","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Exposure","knife_fork","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Exposure","cat_kittens","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Exposure","bread_peanutbutter","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Test","paper_pan","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Test","coats_horses","Implausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Test","beach_bowl","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Test","worms_bags","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Test","shirt_die","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Test","marker_cup","Plausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_76",4.1,"male","Plausible","No Noise","Test","fan_airport","Implausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Exposure","shark_fish","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Exposure","house_door","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Exposure","flowers_basket","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Exposure","bread_peanutbutter","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Exposure","cat_kittens","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Exposure","book_table","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Exposure","wooden_blocks","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Exposure","knife_fork","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Test","shirt_die","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Test","paper_pan","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Test","coats_horses","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Test","worms_bags","Implausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Test","beach_bowl","Plausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Test","fan_airport","Implausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Test","marker_cup","Implausible"
2,"child","child_77",4.5,"male","Plausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Exposure","wooden_blocks","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Exposure","cat_kittens","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Exposure","house_door","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Exposure","bread_peanutbutter","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Exposure","knife_fork","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Exposure","shark_fish","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Exposure","book_table","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Exposure","flowers_basket","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Test","paper_pan","Implausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Test","fan_airport","Implausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Test","worms_bags","Implausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Test","shirt_die","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Test","coats_horses","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Test","beach_bowl","Plausible"
2,"child","child_78",4.5,"male","Plausible","No Noise","Test","marker_cup","Implausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Exposure","wooden_blocks","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Exposure","cat_kittens","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Exposure","book_table","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Exposure","bread_peanutbutter","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Exposure","shark_fish","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Exposure","knife_fork","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Exposure","house_door","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Exposure","flowers_basket","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Test","paper_pan","Implausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Test","coats_horses","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Test","worms_bags","Implausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Test","shirt_die","Plausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Test","beach_bowl","Implausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Test","fan_airport","Implausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Test","marker_cup","Implausible"
2,"child","child_79",4.23,"female","Plausible","No Noise","Test","carrots_bees","Implausible"
2,"child","child_80",5.34,"male","Plausible","No Noise","Exposure","flowers_basket","Plausible"
2,"child","child_80",5.34,"male","Plausible","No Noise","Exposure","book_table","Plausible"
2,"child","child_80",5.34,"male","Plausible","No Noise","Exposure","shark_fish","Plausible"
2,"child","child_80",5.34,"male","Plausible","No Noise","Exposure","cat_kittens","Plausible"
2,"child","child_80",5.34,"male","Plausible","No Noise","Exposure","house_door","Plausible"
2,"child","child_80",5.34,"male","Plausible","No Noise","Exposure","wooden_blocks","Plausible"
2,"child","child_80",5.34,"male","Plausible","No Noise","Exposure","bread_peanutbutter","Plausible"
2,"child","child_80",5.34,"male","Plausible","No Noise","Exposure","knife_fork","Plausible"
